word|pinyin
曰|yue
应付款|yingfukuan
黄色|huangse
已管|yiguan
好麻|haoma
抽丝|chousi
到手|daoshou
死板|siban
定购|dinggou
张额|zhange
试用期|shiyongqi
一代|yidai
余地|yudi
售卖|shoumai
為|wei
总闪退|zongshantui
农业|nongye
v|v
想要|xiangyao
馆|guan
预留|yuliu
借不来|jiebulai
付网|fuwang
未交|weijiao
小说|xiaoshuo
菜|cai
烟草|yancao
游|you
点多成|dianduocheng
退票费|tuipiaofei
先问|xianwen
误乐|wule
还开|haikai
获取|huoqu
额外|ewai
以能|yineng
借是|jieshi
往里面|wanglimian
拣选|jianxuan
没同|meitong
最高分|zuigaofen
上边|shangbian
问能|wenneng
改为|gaiwei
定期|dingqi
开取|kaiqu
释放|shifang
平摊|pingtan
分斯|fensi
h|h
好几家|haojijia
买鞋|maixie
摇出|yaochu
挺用|tingyong
天堂|tiantang
那进|najin
关比|guanbi
六分|liufen
搁|ge
经关|jingguan
日含|rihan
充电|chongdian
购物券|gouwuquan
按摩|anmo
抽取|chouqu
力|li
违规操作|weiguicaozuo
家电|jiadian
完蛋|wandan
即刻|jike
实|shi
费及|feiji
素材|sucai
luo|luo
結清|jieqing
越短|yueduan
人口|renkou
先想|xianxiang
公章|gongzhang
性质|xingzhi
代扣|daikou
加湿器|jiashiqi
清空|qingkong
个人信息|gerenxinxi
加油|jiayou
高额|gaoe
内到|neidao
刚充|gangchong
看到|kandao
会加|huijia
补|bu
呮|qi
用快|yongkuai
会愈期|huiyuqi
代么|daime
合并|hebing
哪几个|najige
前有|qianyou
家乐福|jialefu
大哭|daku
质询|zhixun
额能|eneng
车退|chetui
百分比|baifenbi
成黑卡|chengheika
以内|yinei
收回|shouhui
本机|benji
可见|kejian
商商|shangshang
能带|nengdai
几起|jiqi
可解|kejie
欢|huan
心情|xinqing
开退|kaitui
别说|bieshuo
录入|luru
内有|neiyou
满返|manfan
期换|qihuan
一万二|yiwaner
签|qian
过别|guobie
始用|shiyong
媒体|meiti
解锁|jiesuo
第一回|diyihui
开错|kaicuo
昨天|zuotian
有开|youkai
帐子|zhangzi
开支|kaizhi
限期|xianqi
充当|chongdang
外籍|waiji
消户|xiaohu
开放式|kaifangshi
多多|duoduo
天猫购|tianmaogou
准确|zhunque
九转|jiuzhuan
老婆|laopo
甘肃|gansu
千元|qianyuan
会成|huicheng
評估|pinggu
花裁|huacai
不有|buyou
八个|bage
这样的话|zheyangdehua
龙|long
只付|zhifu
绝大部分|juedabufen
骗钱|pianqian
多么|duome
效应|xiaoying
看通|kantong
没填|meitian
只用|zhiyong
极速|jisu
冻|dong
58|58
车号|chehao
买不聊|maibuliao
扣错|koucuo
暂时性|zanshixing
消费品|xiaofeipin
另付|lingfu
无聊|wuliao
新版|xinban
要降|yaojiang
一不小心|yibuxiaoxin
那头|natou
找到|zhaodao
相当于|xiangdangyu
提后|tihou
人数|renshu
今年过年|jinnianguonian
天然气|tianranqi
我方|wofang
考核|kaohe
太长|taizhang
中国银行|zhongguoyinhang
重复|chongfu
现金支付|xianjinzhifu
现状|xianzhuang
制动|zhidong
依据|yiju
移新|yixin
口|kou
看中|kanzhong
黑客|heike
还换|haihuan
额是|eshi
就会关|jiuhuiguan
每下|meixia
　|　
到位|daowei
计息|jixi
按成|ancheng
92|92
口袋|koudai
被删|beishan
毛衣|maoyi
上算|shangsuan
不填|butian
停留|tingliu
退单|tuidan
回答|huida
两千|liangqian
抵钱|diqian
保住|baozhu
安照|anzhao
承诺函|chengnuohan
零首付|lingshoufu
还进|haijin
筘|kou
几十块|jishikuai
能全|nengquan
拆|chai
低|di
重点|zhongdian
捡|jian
差距|chaju
缺期|queqi
现金|xianjin
我待会|wodaihui
券未|quanwei
往进|wangjin
帐卓|zhangzhuo
它会|tahui
放过来|fangguolai
可能性|kenengxing
我来|wolai
之有|zhiyou
哥们|gemen
随后|suihou
持续|chixu
太旺|taiwang
存不上|cunbushang
款款|kuankuan
说断|shuoduan
老说|laoshuo
午|wu
升通|shengtong
有无|youwu
缺少|queshao
可惜|kexi
b|b
进不来|jinbulai
点错|diancuo
会减|huijian
两张|liangzhang
轮子|lunzi
哪发|nafa
合|he
迅速|xunsu
发红包|fahongbao
额宝内|ebaonei
全|quan
里会|lihui
东面|dongmian
红用|hongyong
美团网|meituanwang
方付|fangfu
充|chong
失踪|shizong
不用|buyong
考评|kaoping
天弘|tianhong
分特|fente
超市|chaoshi
天荒|tianhuang
算起|suanqi
快点|kuaidian
所读|suodu
期贷|qidai
主要|zhuyao
挺|ting
可免|kemian
服务商|fuwushang
描|miao
卸载|xiezai
kfc|kfc
倍率|beilv
反正|fanzheng
正规|zhenggui
动弹|dongtan
出行|chuxing
保险|baoxian
好慢|haoman
原定|yuanding
改动|gaidong
钱点|qiandian
详情|xiangqing
不为|buwei
入网|ruwang
咋噶办|zagaban
几块钱|jikuaiqian
基础|jichu
抬头|taitou
选呀|xuanya
两百块|liangbaikuai
核查|hezha
怎有|zenyou
千了|qianle
忘记|wangji
年限|nianxian
生活馆|shenghuoguan
相关|xiangguan
五六个|wuliuge
约期|yueqi
添|tian
随借|suijie
个人帐户|gerenzhanghu
134|134
申述|shenshu
租赁|zulin
找点|zhaodian
镜|jing
失误|shiwu
时天|shitian
合理|heli
过来|guolai
准时|zhunshi
能代|nengdai
昌|chang
六期|liuqi
求升|qiusheng
一小部分|yixiaobufen
五月份|wuyuefen
以未|yiwei
首笔|shoubi
放假|fangjia
刮刮卡|guaguaka
花臂|huabi
东莞|dongguan
个人信用|gerenxinyong
各位|gewei
带来|dailai
卸载掉|xiezaidiao
发手机|fashouji
错号|cuohao
否清|fouqing
日卡上|rikashang
皆|jie
有交|youjiao
空扣|kongkou
授权书|shouquanshu
元月|yuanyue
交纳|jiaona
茶苑|chayuan
首款|shoukuan
会员名|huiyuanming
基本|jiben
邮政|youzheng
还会用|haihuiyong
只不过|zhibuguo
转走|zhuanzou
粤宝|yuebao
嚒|me
要收|yaoshou
飞天|feitian
二十天|ershitian
pos|pos
纹身|wenshen
会员|huiyuan
打滴|dadi
反利|fanli
能用|nengyong
什麼|shenme
账本|zhangben
乘|cheng
领到|lingdao
只分|zhifen
乘车码|chengchema
看不起|kanbuqi
让开|rangkai
糯米|nuomi
小密|xiaomi
出示|chushi
城市|chengshi
认不出|renbuchu
网络|wangluo
算了|suanle
抵押借款|diyajiekuan
银行借款|yinhangjiekuan
几比|jibi
不正|buzheng
就是指|jiushizhi
引起|yinqi
现都|xiandou
天嘛|tianma
用里|yongli
购了|goule
福彩|fucai
股东|gudong
不道|budao
测试|ceshi
餐|can
在外|zaiwai
最后|zuihou
唯品|weipin
烟|yan
购物|gouwu
分其|fenqi
拿不出|nabuchu
每借|meijie
延|yan
feichang|feichang
显示信息|xianshixinxi
公用事业|gongyongshiye
坏|huai
多正能|duozhengneng
冯|feng
出租|chuzu
诚信|chengxin
度错|ducuo
物件|wujian
纸巾|zhijin
只会|zhihui
红旗|hongqi
还用|haiyong
成复|chengfu
营业执照|yingyezhizhao
白金|baijin
白天|baitian
不合|buhe
着实|zheshi
影子|yingzi
同月|tongyue
悬殊|xuanshu
没涨|meizhang
点不出|dianbuchu
正反两面|zhengfanliangmian
报停|baoting
操作|caozuo
假货|jiahuo
九点|jiudian
低点|didian
廷后|tinghou
不能变更|bunengbiangeng
花背|huabei
后整|houzheng
每年|meinian
有种|youzhong
购的物|goudewu
还会收|haihuishou
结束|jieshu
玛|ma
八折|bazhe
额外收费|ewaishoufei
那能|naneng
换掉|huandiao
会高|huigao
城乡|chengxiang
邦|bang
kai|kai
数学|shuxue
什过|shenguo
可挺|keting
进到|jindao
地点|didian
眨眼睛|zhayanjing
钟期|zhongqi
人下|renxia
不全|buquan
邀|yao
稳赚|wenzhuan
他们|tamen
进不去|jinbuqu
单都|dandou
刚下|gangxia
到斯|daosi
评比|pingbi
预定|yuding
完帮|wanbang
降为|jiangwei
一分钱|yifenqian
二三十万|ersanshiwan
实店|shidian
咋查|zacha
教教|jiaojiao
但通|dantong
租令|zuling
这块|zhekuai
mall|mall
已放|yifang
司机|siji
关要|guanyao
客气|keqi
刚借|gangjie
上周|shangzhou
锅上|guoshang
涨到|zhangdao
乱|luan
五星|wuxing
协议|xieyi
怀柔|huairou
哪样|nayang
但度|dandu
后关|houguan
遇留|yuliu
动用|dongyong
人行|renxing
多算|duosuan
叫外卖|jiaowaimai
没取|meiqu
停用|tingyong
扣费会|koufeihui
会消|huixiao
百度|baidu
取不来|qubulai
加何|jiahe
我院|woyuan
apples|apples
会员中心|huiyuanzhongxin
两款|liangkuan
最高额|zuigaoe
店要|dianyao
解权|jiequan
具体操作|juticaozuo
共用|gongyong
找个|zhaoge
做些|zuoxie
突发|tufa
反问|fanwen
换取|huanqu
户端|huduan
余额宝|yuebao
笔买|bimai
状况|zhuangkuang
要分|yaofen
让我拿|rangwona
查以|chayi
倒闭|daobi
总资产|zongzichan
网商貸|wangshangdai
我晕|woyun
飞车|feiche
记不清|jibuqing
剑网|jianwang
凯奇|kaiqi
私人|siren
乱点|luandian
情绪|qingxu
识别|shibie
完车|wanche
关于|guanyu
小于|xiaoyu
乐购|legou
仍然|rengran
昱|yu
那退|natui
衫|shan
先扣|xiankou
礼物|liwu
咋成|zacheng
申领|shenling
损失|sunshi
老兄|laoxiong
数字|shuzi
我补|wobu
拆除|chaichu
九日|jiuri
送餐|songcan
中旬|zhongxun
说实话|shuoshihua
推回来|tuihuilai
不断|buduan
改不掉|gaibudiao
能缴|nengjiao
盖|gai
奇怪的是|qiguaideshi
安全|anquan
空款|kongkuan
天才|tiancai
龙江|longjiang
这哈|zheha
蹲|dun
多重|duozhong
过于|guoyu
游戏类|youxilei
用花贝|yonghuabei
雨|yu
内|nei
分|fen
经额|jinge
pay|pay
按理说|anlishuo
加着|jiazhe
算了吧|suanleba
判断|panduan
工能|gongneng
收年费|shounianfei
字母|zimu
账错|zhangcuo
万六|wanliu
购物广场|gouwuguangchang
支付现金|zhifuxianjin
飞|fei
购物款|gouwukuan
星期天|xingqitian
方或式|fanghuoshi
赠品|zengpin
清款|qingkuan
以九|yijiu
热点问题|redianwenti
长期借款|changqijiekuan
他换|tahuan
培训|peixun
八百多|babaiduo
滴钱|diqian
我哥|woge
教育|jiaoyu
绿岛|lvdao
过路费|guolufei
杭州市|hangzhoushi
扫不出|saobuchu
公交车|gongjiaoche
货有|huoyou
下调|xiadiao
十九点|shijiudian
调额额|diaoee
跳动|tiaodong
饿|e
金变|jinbian
刚转|gangzhuan
可欲借|keyujie
减掉|jiandiao
借着|jiezhe
筠连|yunlian
动|dong
这一|zheyi
借不鸟|jiebuniao
鞋店|xiedian
打算|dasuan
元到|yuandao
不上|bushang
還款|haikuan
岀|chu
疑义|yiyi
二千|erqian
成长|chengzhang
明说|mingshuo
提过|tiguo
区|qu
在生活中|zaishenghuozhong
人能|renneng
定向|dingxiang
开机|kaiji
务|wu
四千元|siqianyuan
册除|cechu
餐厅|canting
自降|zijiang
46|46
啥样|shayang
花吹|huachui
滞后|zhihou
厂家|changjia
账内|zhangnei
标栏|biaolan
今月|jinyue
刷大|shuada
收不款|shoubukuan
重心|zhongxin
莉|li
结冻|jiedong
卷到|juandao
全福|quanfu
星|xing
一哈嘛|yihama
粘网|zhanwang
叫做|jiaozuo
食用|shiyong
天免|tianmian
中租|zhongzu
快乐|kuaile
以百为|yibaiwei
挺前|tingqian
萌妹|mengmei
预支|yuzhi
怎杞|zenqi
美团订|meituanding
起|qi
扣嘛|kouma
推向|tuixiang
柠檬|ningmeng
扩大|kuoda
卡号|kahao
先抵|xiandi
反悔|fanhui
唄交暖|beijiaonuan
欧洲|ouzhou
负约|fuyue
已收|yishou
逾额|yue
栏里|lanli
一块|yikuai
放着|fangzhe
没弄|meinong
包|bao
退费|tuifei
柜台|guitai
针对|zhendui
超扣|chaokou
姐|jie
赔|pei
总计|zongji
利能|lineng
续期|xuqi
紧张|jinzhang
快车|kuaiche
改卡|gaika
我试|woshi
固定额|gudinge
提高|tigao
感兴趣|ganxingqu
战对|zhandui
标示|biaoshi
弄回|nonghui
两三个|liangsange
时扣|shikou
布|bu
@|@
程度|chengdu
七号|qihao
怎不长|zenbuzhang
借请|jieqing
减伤|jianshang
市场价|shichangjia
可到|kedao
机用|jiyong
钱升|qiansheng
签写|qianxie
用扣|yongkou
节省|jiesheng
百花|baihua
失联|shilian
请登入|qingdengru
不知去向|buzhiquxiang
陶宝|taobao
大人|daren
有什|youshen
订美团|dingmeituan
止付|zhifu
医保|yibao
表|biao
关不掉|guanbudiao
东|dong
二十二|ershier
无用|wuyong
明天|mingtian
里面|limian
扣费|koufei
我机|woji
周五|zhouwu
客户端|kehuduan
模板|muban
不收|bushou
凊|qing
有限公司|youxiangongsi
多块|duokuai
全新|quanxin
算入|suanru
下不上|xiabushang
遇到困难|yudaokunnan
不老|bulao
九游|jiuyou
点入|dianru
有待|youdai
订过|dingguo
分別|fenbie
热风|refeng
提临额|tiline
九十天|jiushitian
刚领|gangling
充话|chonghua
充扣币|chongkoubi
那去|naqu
咋算|zasuan
删处|shanchu
清|qing
本店|bendian
何|he
一气之下|yiqizhixia
您们|ninmen
资费|zifei
分要|fenyao
多能|duoneng
灵活|linghuo
制服|zhifu
更长|gengzhang
只选|zhixuan
二百三十多|erbaisanshiduo
钱改|qiangai
九天|jiutian
付减|fujian
头用|touyong
到货|daohuo
apss|apss
一百多天|yibaiduotian
农信社|nongxinshe
慢是|manshi
缩小|suoxiao
用于|yongyu
扫完|saowan
那开|nakai
返是|fanshi
陪款|peikuan
付完|fuwan
两回|lianghui
发生冲突|fashengchongtu
上面|shangmian
用途|yongtu
定单|dingdan
帮情|bangqing
已销|yixiao
冻节|dongjie
买手机|maishouji
能行|nengxing
胃|wei
四位|siwei
进取|jinqu
觉|jue
取钱|quqian
扫描器|saomiaoqi
时选|shixuan
遇见|yujian
领钱|lingqian
鬼呀|guiya
份|fen
缓冲期|huanchongqi
新户|xinhu
一到|yidao
月数|yueshu
以上|yishang
一键|yijian
解除限制|jiechuxianzhi
有关|youguan
解借|jiejie
多长|duozhang
分账|fenzhang
怎心|zenxin
蚂衣花|mayihua
付款单|fukuandan
年三十|niansanshi
水|shui
弄个|nongge
百分|baifen
补救措施|bujiucuoshi
哪边|nabian
有人|youren
老是|laoshi
网商化|wangshanghua
维码|weima
老板|laoban
提示信息|tishixinxi
天没到|tianmeidao
额咯|ege
快通|kuaitong
辛苦|xinku
我歉|woqian
说款|shuokuan
换清|huanqing
用花唄|yonghuabei
分不涨|fenbuzhang
免|mian
新车|xinche
完回|wanhui
时是|shishi
花分|huafen
失信|shixin
保险费|baoxianfei
dnf|dnf
房贷|fangdai
元月份|yuanyuefen
实行|shixing
拉|la
俺|an
花光|huaguang
弄|nong
今日|jinri
辣|la
间少|jianshao
升过|shengguo
期月|qiyue
手续费收|shouxufeishou
连字|lianzi
俄罗斯|eluosi
社保卡|shebaoka
七十九|qishijiu
长些|zhangxie
嫌额|xiane
查讯|chaxun
付支|fuzhi
转绑|zhuanbang
不要紧|buyaojin
安卓转|anzhuozhuan
八万|bawan
授予|shouyu
原有|yuanyou
转换|zhuanhuan
对不起|duibuqi
主号|zhuhao
柬埔寨|jianpuzhai
手机游戏|shoujiyouxi
赠券|zengquan
万|wan
不款|bukuan
解开|jiekai
惩罚|chengfa
圆通|yuantong
152|152
面付|mianfu
生日|shengri
个人主页|gerenzhuye
代充|daichong
我想問|woxiangwen
分析|fenxi
以扣|yikou
时段|shiduan
关了|guanle
时先用|shixianyong
摇到|yaodao
一想|yixiang
33|33
二|er
开借|kaijie
信用度|xinyongdu
马眼|mayan
我肯|woken
酷狗|kugou
几期|jiqi
没算到|meisuandao
依然|yiran
超时|chaoshi
延时|yanshi
进度|jindu
梦用|mengyong
来来|lailai
交换|jiaohuan
说关|shuoguan
转卖|zhuanmai
哪用|nayong
个会|gehui
数|shu
息|xi
产正错|chanzhengcuo
他人|taren
极少|jishao
次信|cixin
交易|jiaoyi
老提|laoti
分上|fenshang
细|xi
期后|qihou
再发|zaifa
支护|zhihu
文|wen
好几十|haojishi
不比|bubi
长点|zhangdian
10|10
农|nong
退不退|tuibutui
速|su
十月|shiyue
分涨|fenzhang
一拦|yilan
权益|quanyi
一个个|yigege
摸输错|moshucuo
总要|zongyao
支微信|zhiweixin
那钱|naqian
笔记|biji
不记|buji
划扣|huakou
衬衫|chenshan
没什么|meishenme
号|hao
早点|zaodian
请|qing
方便|fangbian
执行|zhixing
滑|hua
重新|chongxin
外卖|waimai
我刚|wogang
借额|jiee
六仟|liuqian
95|95
都|dou
小蚂答|xiaomada
已用额|yiyonge
按计划|anjihua
十五块|shiwukuai
去還|quhai
度假|dujia
开痛|kaitong
每人|meiren
向|xiang
会反|huifan
passo|passo
记错|jicuo
笔有|biyou
反照|fanzhao
九月|jiuyue
真能|zhenneng
ssss|ssss
姐姐|jiejie
alin|alin
拨|bo
用主|yongzhu
怎开|zenkai
无车|wuche
可换|kehuan
乐换|lehuan
广东|guangdong
干零|ganling
二度|erdu
pass|pass
不欠|buqian
免输|mianshu
透支|touzhi
计算器|jisuanqi
一次|yici
十八|shiba
随机|suiji
还花贝|haihuabei
一并|yibing
利是|lishi
买断|maiduan
声音|shengyin
他|ta
很烦|henfan
账能|zhangneng
代练店|dailiandian
国家|guojia
交了|jiaole
三号|sanhao
还息会|haixihui
两条|liangtiao
充真|chongzhen
纯白|chunbai
田森|tiansen
额定|eding
已否|yifou
我入|woru
价位|jiawei
负债率|fuzhailv
易网|yiwang
上次|shangci
分钱|fenqian
哪传|nachuan
一千|yiqian
∩|∩
办好|banhao
轲|ke
是否是|shifoushi
丕|pi
配偶|peiou
梦幻|menghuan
抢|qiang
我错|wocuo
我母|womu
用久|yongjiu
输不上|shubushang
迅录|xunlu
帐点|zhangdian
羽绒服|yurongfu
从账|congzhang
这月|zheyue
点后|dianhou
而天|ertian
只扣|zhikou
按月算|anyuesuan
没掉|meidiao
卡费|kafei
没帮卡|meibangka
三万|sanwan
土耳其|tuerqi
分之几|fenzhiji
合体|heti
赞同|zantong
元|yuan
中应|zhongying
扣处|kouchu
允值|yunzhi
上升|shangsheng
没读|meidu
若想|ruoxiang
11|11
奖品|jiangpin
没领|meiling
额金|ejin
不一制|buyizhi
十多|shiduo
需不需要|xubuxuyao
访问|fangwen
故障|guzhang
问匙|wenshi
上结|shangjie
时送|shisong
桃子|taozi
完琪|wanqi
代|dai
热线|rexian
洗衣|xiyi
干扰|ganrao
几|ji
存在|cunzai
没发用|meifayong
可付|kefu
银联|yinlian
外面|waimian
不嘛|buma
咱不说|zanbushuo
生成|shengcheng
提加|tijia
送给|songgei
管款|guankuan
万多|wanduo
查来查|chalaicha
蚂蚊|mawen
四次|sici
返佣|fanyong
油|you
变化|bianhua
天行|tianxing
守护|shouhu
能集|nengji
次日|ciri
尾数|weishu
携程|xiecheng
东结|dongjie
分超|fenchao
完换|wanhuan
弊端|biduan
扫描枪|saomiaoqiang
充直|chongzhi
只有|zhiyou
软能|ruanneng
响应|xiangying
再出|zaichu
钥匙|yaoshi
负多|fuduo
买充|maichong
买动|maidong
迁|qian
销|xiao
直到|zhidao
调整|tiaozheng
预存|yucun
对面|duimian
算一天|suanyitian
参加|canjia
捆起来|kunqilai
白屏|baiping
不租|buzu
整天|zhengtian
产品价格|chanpinjiage
常用|changyong
要来|yaolai
优品|youpin
后要|houyao
发送到|fasongdao
之麻|zhima
我人|woren
贴码|tiema
半年前|bannianqian
可倩|keqian
面容|mianrong
严选|yanxuan
花该|huagai
版本|banben
充足|chongzu
人交|renjiao
有限|youxian
开具|kaiju
上扣|shangkou
账务|zhangwu
框里|kuangli
有办|youban
期额|qie
直接|zhijie
满到|mandao
复合|fuhe
不良行为|buliangxingwei
要设|yaoshe
整笔|zhengbi
金融|jinrong
货|huo
豆|dou
能比|nengbi
为止|weizhi
三万多|sanwanduo
进口|jinkou
自扣|zikou
对外|duiwai
花闭|huabi
调用|diaoyong
不上生|bushangsheng
网商能|wangshangneng
配套|peitao
款式|kuanshi
遇后|yuhou
交钱|jiaoqian
双十|shuangshi
分不长|fenbuzhang
转盘|zhuanpan
马来西亚|malaixiya
归|gui
我店|wodian
打折|dazhe
了解|liaojie
撤诉|chesu
点能|dianneng
五十块|wushikuai
mobike|mobike
资质|zizhi
六块钱|liukuaiqian
登错|dengcuo
万四|wansi
白条|baitiao
第一步|diyibu
迟个|chige
乡镇|xiangzhen
学历证书|xuelizhengshu
数高|shugao
好几年|haojinian
用够|yonggou
黑|hei
欠多|qianduo
日本|riben
回新|huixin
尽然|jinran
此单|cidan
高中毕业|gaozhongbiye
祥宝儿|xiangbaoer
减扣|jiankou
一批|yipi
知道|zhidao
拒收|jushou
优先选择|youxianxuanze
开网|kaiwang
电话|dianhua
付费|fufei
喃|nan
无证|wuzheng
差别|chabie
小生意|xiaoshengyi
十五|shiwu
借|jie
aa|aa
能换个|nenghuange
框框|kuangkuang
杂找|zazhao
应换|yinghuan
取销|quxiao
经转|jingzhuan
可找|kezhao
单上|danshang
作业|zuoye
两万多|liangwanduo
是从|shicong
那来|nalai
强制|qiangzhi
头后|touhou
一倍|yibei
提分|tifen
来得|laide
还会涨|haihuizhang
撸|lu
低开|dikai
有效期|youxiaoqi
计|ji
填不上|tianbushang
额贷|edai
成负会|chengfuhui
我头|wotou
债务|zhaiwu
现场|xianchang
点券|dianquan
好看|haokan
报废|baofei
侍|shi
小费|xiaofei
客户|kehu
门店|mendian
修车|xiuche
上用|shangyong
不太懂|butaidong
支是|zhishi
公积金|gongjijin
要大余|yaodayu
非常|feichang
里取|liqu
事退|shitui
提神|tishen
收嘛|shouma
快币|kuaibi
远方|yuanfang
十多天|shiduotian
不敢|bugan
马蚁|mayi
kanbuda|kanbuda
汇花|huihua
购得|goude
款度|kuandu
信育|xinyu
便民|bianmin
怎看|zenkan
指点|zhidian
huan|huan
日为|riwei
一要|yiyao
电信卡|dianxinka
可扫|kesao
麻|ma
能换|nenghuan
元有|yuanyou
最是|zuishi
书上|shushang
m|m
己|ji
流程|liucheng
我多会|woduohui
行都|xingdu
feng|feng
广发卡|guangfaqia
报名费|baomingfei
专属|zhuanshu
上方|shangfang
乐天|letian
打上|dashang
掉下去|diaoxiaqu
知用|zhiyong
登|deng
那条|natiao
03|03
ang|ang
主动|zhudong
八九千|bajiuqian
变分|bianfen
下周一|xiazhouyi
进餐|jincan
尺寸|chicun
有门头|youmentou
有没有|youmeiyou
越欠|yueqian
写成|xiecheng
带章|daizhang
推广|tuiguang
再度|zaidu
俞期|yuqi
类人|leiren
便利|bianli
标志|biaozhi
里用|liyong
展示|zhanshi
用人|yongren
家装|jiazhuang
一下子|yixiazi
充到|chongdao
低会|dihui
定|ding
自然|ziran
一支|yizhi
不增|buzeng
发代|fadai
受理|shouli
货里|huoli
不管怎么|buguanzenme
辨认|bianren
那样|nayang
一个天|yigetian
宣掉|xuandiao
我差|wocha
吊销|diaoxiao
身分证|shenfenzheng
付会收|fuhuishou
就医|jiuyi
因是|yinshi
自身|zishen
界定|jieding
一部分一部分|yibufenyibufen
算上|suanshang
七千块|qiqiankuai
美衣|meiyi
胆是|danshi
合用|heyong
五块|wukuai
股份|gufen
完清后|wanqinghou
文付|wenfu
卖烟|maiyan
剪掉|jiandiao
对下|duixia
解决不了|jiejuebuliao
哪种|nazhong
直付|zhifu
将会|jianghui
交易方式|jiaoyifangshi
比例|bili
页|ye
里付|lifu
时时|shishi
达标|dabiao
要录|yaolu
小篮|xiaolan
卫生|weisheng
刷不出|shuabuchu
花王|huawang
未有|weiyou
后应|houying
死|si
海底|haidi
恭喜|gongxi
款用|kuanyong
金額|jine
多件|duojian
不良影响|buliangyingxiang
最好|zuihao
您|nin
机|ji
不得了|budele
∵|∵
指示|zhishi
被别|beibie
三十多块|sanshiduokuai
怎从|zencong
超出|chaochu
上千|shangqian
坑人|kengren
内必|neibi
没费|meifei
hai|hai
废话|feihua
入何|ruhe
六百|liubai
能升|nengsheng
当月份|dangyuefen
报算|baosuan
29|29
丽|li
球|qiu
借唄|jiebei
却付|quefu
分区|fenqu
开辟|kaipi
面|mian
减去|jianqu
会路|huilu
酒店宾馆|jiudianbinguan
蚂仪|mayi
能发|nengfa
但收|danshou
亊|shi
受限制|shouxianzhi
喻期|yuqi
十次|shici
大悦|dayue
过生日|guoshengri
高不高|gaobugao
我己|woji
名单|mingdan
上架|shangjia
远音|yuanyin
时间延迟|shijianyanchi
有来|youlai
花|hua
字眼|ziyan
密麻|mima
如家订|rujiading
返款|fankuan
下要|xiayao
总在|zongzai
没分|meifen
礼拜二|libaier
点钱|dianqian
变利店|bianlidian
几年|jinian
网买|wangmai
新加坡|xinjiapo
要求|yaoqiu
几扣|jikou
 | 
卡都会|kadouhui
久用|jiuyong
期嘛|qima
天算|tiansuan
流氓|liumang
德庄|dezhuang
一码|yima
什人|shenren
调回来|diaohuilai
淘气|taoqi
借付|jiefu
过大|guoda
帮上|bangshang
价值|jiazhi
冲值|chongzhi
一比|yibi
没过|moguo
永久|yongjiu
借俩|jielia
反现|fanxian
稍微|shaowei
过年|guonian
领没领|lingmeiling
显示器|xianshiqi
整过|zhengguo
付充|fuchong
为换|weihuan
到处|daochu
oppo|oppo
承担|chengdan
我该|wogai
钱下|qianxia
额度|edu
买不起|maibuqi
西游|xiyou
对换|duihuan
能当|nengdang
钱要|qianyao
我想花|woxianghua
有变|youbian
itunes|itunes
地|de
日期|riqi
老刷|laoshua
花唄|huabei
情祝|qingzhu
钱交|qianjiao
做|zuo
那日|nari
可不是|kebushi
昨天晚上|zuotianwanshang
一下子把|yixiaziba
连带|liandai
粗鲁|culu
线上|xianshang
养到|yangdao
钱办|qianban
八点|badian
年利率|nianlilv
不扫教|busaojiao
下|xia
退下|tuixia
绊定|banding
农信卡|nongxinka
还喃|hainan
发错|facuo
订阅|dingyue
信用社|xinyongshe
煤能|meineng
小幅度|xiaofudu
俩|lia
银行账号|yinhangzhanghao
两百|liangbai
在家|zaijia
借代|jiedai
四十四|sishisi
理性|lixing
51|51
福利|fuli
笔钱|biqian
不能不要|bunengbuyao
买帐|maizhang
经营性|jingyingxing
已选|yixuan
养|yang
须要|xuyao
接触|jiechu
最多负|zuiduofu
安全系数|anquanxishu
一阵子|yizhenzi
八九十|bajiushi
那用|nayong
少额|shaoe
只花|zhihua
软件|ruanjian
如此|ruci
全国|quanguo
守次|shouci
相|xiang
分年|fennian
两字|liangzi
键|jian
可信度|kexindu
一份|yifen
我延|woyan
玩过|wanguo
六七个|liuqige
全选|quanxuan
通高|tonggao
增值|zengzhi
后果自负|houguozifu
过度|guodu
买房子|maifangzi
应|ying
生|sheng
检|jian
志志玲|zhizhiling
索要|suoyao
期才|qicai
项目|xiangmu
咸少|xianshao
份够|fengou
十五日|shiwuri
建话|jianhua
磕|ke
住房贷款|zhufangdaikuan
一块钱|yikuaiqian
代钱|daiqian
中国|zhongguo
我嗦|wosuo
我询|woxun
挣求|zhengqiu
脸才行|liancaixing
解挂|jiegua
换个|huange
款退|kuantui
自已|ziyi
厂商|changshang
三单|sandan
便利店|bianlidian
刷用|shuayong
日算|risuan
先用|xianyong
石油|shiyou
所谓|suowei
乘车|chengche
后新开|houxinkai
欧亚|ouya
bunengyongle|bunengyongle
屁话|pihua
无限|wuxian
不说|bushuo
包年|baonian
好用|haoyong
减券|jianquan
降息|jiangxi
再天|zaitian
度会|duhui
该商|gaishang
扣费扣|koufeikou
领时|lingshi
张|zhang
匿名|niming
十分钟|shifenzhong
最短|zuiduan
用卡付|yongkafu
定票|dingpiao
免单|miandan
糖巢|tangchao
安其|anqi
放贷|fangdai
用集|yongji
降底|jiangdi
会移|huiyi
